algo_name,accuracy,macro_avg_f1,macro_avg_precision,macro_avg_recall,weighted_avg_f1,neutral_f1,neutral_precision,neutral_recall,negative_f1,positive_f1,combined_score
SVM,0.8759654702407996,0.8759820835595157,0.8766779009284353,0.8759177820185329,0.8760100772416486,0.8367346938775511,0.8340867992766727,0.8393994540491356,0.8967813540510544,0.8944302027499418,0.8759754382320293
LightGBM,0.7575344540360442,0.7592894837580886,0.7637593090095468,0.7575454986104916,0.7592899569823698,,,,,,0.7585874718692709
LightGBM,0.7325458125094654,0.7349732039701805,0.7423034664615386,0.7325846314180898,0.7349585796725995,,,,,,0.7340022473858945
LogisticRegression,0.7254694124772865,0.7235662405264428,0.7295495992153688,0.725356554831409,0.7235969307935405,0.6315529179030662,0.6917659804983749,0.5809827115559599,0.726674886970818,0.8124709167054444,0.7243275093067802
RandomForest,0.667878237164925,0.670236692283353,0.681814598292856,0.6679710462347089,0.6702043951137279,,,,,,0.6692933102359818
XGBoost,0.7055995475113123,0.6270803814921462,0.618080873600699,0.6484739762662021,0.7169344590046779,,,,,,0.6584880478998126
XGBoost,0.6990950226244343,0.619256140684232,0.6112309602763083,0.6405500722763393,0.7109140861343237,,,,,,0.6511916934603129
MultinomialNB,0.6556110858700591,0.6453139575148551,0.6715698458344455,0.6554167633422244,0.6453639475177669,0.5268264840182648,0.7067381316998469,0.41992720655141036,0.6755420311905668,0.7335733573357336,0.6494328088569367
KNN,0.6079648697758934,0.5466978016567464,0.6856839385987933,0.6077418533156215,0.5467978228177343,,,,,,0.5712046289044053
